SLOT_ID,CHIP_ID,CHIP_TYPE,CORE_ID,CORE_TYPE,CORE_LANE,LANE_SPEED(mbps),MEDIA_TYPE,OPTICS_VENDOR,NIC_VENDOR,CABLE_LENGTH(m),TX_PRE3,TX_PRE2,TX_PRE1,TX_MAIN,TX_POST1,TX_POST2,TX_POST3,RX_CTLE_CODE,RX_DSP_MODE,RX_AFE_TRIM,TCVR_VENDOR
1,9,NPU,9,TH5_NIF,5,100000,,,,,0,0,0,168,0,0,0,,,,
1,9,NPU,9,TH5_NIF,6,100000,,,,,0,0,0,168,0,0,0,,,,
1,9,NPU,9,TH5_NIF,7,100000,,,,,0,0,0,168,0,0,0,,,,
1,12,NPU,10,TH5_NIF,0,100000,,,,,0,0,0,168,0,0,0,,,,
1,12,NPU,10,TH5_NIF,1,100000,,,,,0,0,0,168,0,0,0,,,,
1,12,NPU,10,TH5_NIF,2,100000,,,,,0,0,0,168,0,0,0,,,,
1,12,NPU,10,TH5_NIF,3,100000,,,,,0,0,0,168,0,0,0,,,,
1,12,NPU,10,TH5_NIF,4,100000,,,,,0,0,0,168,0,0,0,,,,
1,12,NPU,10,TH5_NIF,5,100000,,,,,0,0,0,168,0,0,0,,,,
1,12,NPU,10,TH5_NIF,6,100000,,,,,0,0,0,168,0,0,0,,,,
1,12,NPU,10,TH5_NIF,7,100000,,,,,0,0,0,168,0,0,0,,,,
1,11,NPU,11,TH5_NIF,0,100000,,,,,0,0,0,168,0,0,0,,,,
1,11,NPU,11,TH5_NIF,1,100000,,,,,0,0,0,168,0,0,0,,,,
1,11,NPU,11,TH5_NIF,2,100000,,,,,0,0,0,168,0,0,0,,,,
1,11,NPU,11,TH5_NIF,3,100000,,,,,0,0,0,168,0,0,0,,,,
1,11,NPU,11,TH5_NIF,4,100000,,,,,0,0,0,168,0,0,0,,,,
1,11,NPU,11,TH5_NIF,5,100000,,,,,0,0,0,168,0,0,0,,,,
1,11,NPU,11,TH5_NIF,6,100000,,,,,0,0,0,168,0,0,0,,,,
1,11,NPU,11,TH5_NIF,7,100000,,,,,0,0,0,168,0,0,0,,,,
1,14,NPU,12,TH5_NIF,0,100000,,,,,0,0,0,168,0,0,0,,,,
1,14,NPU,12,TH5_NIF,1,100000,,,,,0,0,0,168,0,0,0,,,,
1,14,NPU,12,TH5_NIF,2,100000,,,,,0,0,0,168,0,0,0,,,,
1,14,NPU,12,TH5_NIF,3,100000,,,,,0,0,0,168,0,0,0,,,,
1,14,NPU,12,TH5_NIF,4,100000,,,,,0,0,0,168,0,0,0,,,,
1,14,NPU,12,TH5_NIF,5,100000,,,,,0,0,0,168,0,0,0,,,,
1,14,NPU,12,TH5_NIF,6,100000,,,,,0,0,0,168,0,0,0,,,,
1,14,NPU,12,TH5_NIF,7,100000,,,,,0,0,0,168,0,0,0,,,,
1,13,NPU,13,TH5_NIF,0,100000,,,,,0,0,0,168,0,0,0,,,,
1,13,NPU,13,TH5_NIF,1,100000,,,,,0,0,0,168,0,0,0,,,,
1,13,NPU,13,TH5_NIF,2,100000,,,,,0,0,0,168,0,0,0,,,,
1,13,NPU,13,TH5_NIF,3,100000,,,,,0,0,0,168,0,0,0,,,,
1,13,NPU,13,TH5_NIF,4,100000,,,,,0,0,0,168,0,0,0,,,,
1,13,NPU,13,TH5_NIF,5,100000,,,,,0,0,0,168,0,0,0,,,,
1,13,NPU,13,TH5_NIF,6,100000,,,,,0,0,0,168,0,0,0,,,,
1,13,NPU,13,TH5_NIF,7,100000,,,,,0,0,0,168,0,0,0,,,,
1,16,NPU,14,TH5_NIF,0,100000,,,,,0,0,0,168,0,0,0,,,,
1,16,NPU,14,TH5_NIF,1,100000,,,,,0,0,0,168,0,0,0,,,,
1,16,NPU,14,TH5_NIF,2,100000,,,,,0,0,0,168,0,0,0,,,,
1,16,NPU,14,TH5_NIF,3,100000,,,,,0,0,0,168,0,0,0,,,,
1,16,NPU,14,TH5_NIF,4,100000,,,,,0,0,0,168,0,0,0,,,,
1,16,NPU,14,TH5_NIF,5,100000,,,,,0,0,0,168,0,0,0,,,,
1,16,NPU,14,TH5_NIF,6,100000,,,,,0,0,0,168,0,0,0,,,,
1,16,NPU,14,TH5_NIF,7,100000,,,,,0,0,0,168,0,0,0,,,,
1,15,NPU,15,TH5_NIF,0,100000,,,,,0,0,0,168,0,0,0,,,,
1,15,NPU,15,TH5_NIF,1,100000,,,,,0,0,0,168,0,0,0,,,,
1,15,NPU,15,TH5_NIF,2,100000,,,,,0,0,0,168,0,0,0,,,,
1,15,NPU,15,TH5_NIF,3,100000,,,,,0,0,0,168,0,0,0,,,,
1,15,NPU,15,TH5_NIF,4,100000,,,,,0,0,0,168,0,0,0,,,,
1,15,NPU,15,TH5_NIF,5,100000,,,,,0,0,0,168,0,0,0,,,,
1,15,NPU,15,TH5_NIF,6,100000,,,,,0,0,0,168,0,0,0,,,,
1,15,NPU,15,TH5_NIF,7,100000,,,,,0,0,0,168,0,0,0,,,,
1,18,NPU,16,TH5_NIF,0,100000,,,,,0,0,0,168,0,0,0,,,,
1,18,NPU,16,TH5_NIF,1,100000,,,,,0,0,0,168,0,0,0,,,,
1,18,NPU,16,TH5_NIF,2,100000,,,,,0,0,0,168,0,0,0,,,,
1,18,NPU,16,TH5_NIF,3,100000,,,,,0,0,0,168,0,0,0,,,,
1,18,NPU,16,TH5_NIF,4,100000,,,,,0,0,0,168,0,0,0,,,,
1,18,NPU,16,TH5_NIF,5,100000,,,,,0,0,0,168,0,0,0,,,,
1,18,NPU,16,TH5_NIF,6,100000,,,,,0,0,0,168,0,0,0,,,,
1,18,NPU,16,TH5_NIF,7,100000,,,,,0,0,0,168,0,0,0,,,,
1,17,NPU,17,TH5_NIF,0,100000,,,,,0,0,0,168,0,0,0,,,,
1,17,NPU,17,TH5_NIF,1,100000,,,,,0,0,0,168,0,0,0,,,,
1,17,NPU,17,TH5_NIF,2,100000,,,,,0,0,0,168,0,0,0,,,,
1,17,NPU,17,TH5_NIF,3,100000,,,,,0,0,0,168,0,0,0,,,,
1,17,NPU,17,TH5_NIF,4,100000,,,,,0,0,0,168,0,0,0,,,,
1,17,NPU,17,TH5_NIF,5,100000,,,,,0,0,0,168,0,0,0,,,,
1,17,NPU,17,TH5_NIF,6,100000,,,,,0,0,0,168,0,0,0,,,,
1,17,NPU,17,TH5_NIF,7,100000,,,,,0,0,0,168,0,0,0,,,,
1,20,NPU,18,TH5_NIF,0,100000,,,,,0,0,0,168,0,0,0,,,,
1,20,NPU,18,TH5_NIF,1,100000,,,,,0,0,0,168,0,0,0,,,,
1,20,NPU,18,TH5_NIF,2,100000,,,,,0,0,0,168,0,0,0,,,,
1,20,NPU,18,TH5_NIF,3,100000,,,,,0,0,0,168,0,0,0,,,,
1,20,NPU,18,TH5_NIF,4,100000,,,,,0,0,0,168,0,0,0,,,,
1,20,NPU,18,TH5_NIF,5,100000,,,,,0,0,0,168,0,0,0,,,,
1,20,NPU,18,TH5_NIF,6,100000,,,,,0,0,0,168,0,0,0,,,,
1,20,NPU,18,TH5_NIF,7,100000,,,,,0,0,0,168,0,0,0,,,,
1,19,NPU,19,TH5_NIF,0,100000,,,,,0,0,0,168,0,0,0,,,,
1,19,NPU,19,TH5_NIF,1,100000,,,,,0,0,0,168,0,0,0,,,,
1,19,NPU,19,TH5_NIF,2,100000,,,,,0,0,0,168,0,0,0,,,,
1,19,NPU,19,TH5_NIF,3,100000,,,,,0,0,0,168,0,0,0,,,,
1,19,NPU,19,TH5_NIF,4,100000,,,,,0,0,0,168,0,0,0,,,,
1,19,NPU,19,TH5_NIF,5,100000,,,,,0,0,0,168,0,0,0,,,,
1,19,NPU,19,TH5_NIF,6,100000,,,,,0,0,0,168,0,0,0,,,,
1,19,NPU,19,TH5_NIF,7,100000,,,,,0,0,0,168,0,0,0,,,,
1,22,NPU,20,TH5_NIF,0,100000,,,,,0,0,0,168,0,0,0,,,,
1,22,NPU,20,TH5_NIF,1,100000,,,,,0,0,0,168,0,0,0,,,,
1,22,NPU,20,TH5_NIF,2,100000,,,,,0,0,0,168,0,0,0,,,,
1,22,NPU,20,TH5_NIF,3,100000,,,,,0,0,0,168,0,0,0,,,,
1,22,NPU,20,TH5_NIF,4,100000,,,,,0,0,0,168,0,0,0,,,,
1,22,NPU,20,TH5_NIF,5,100000,,,,,0,0,0,168,0,0,0,,,,
1,22,NPU,20,TH5_NIF,6,100000,,,,,0,0,0,168,0,0,0,,,,
1,22,NPU,20,TH5_NIF,7,100000,,,,,0,0,0,168,0,0,0,,,,
1,21,NPU,21,TH5_NIF,0,100000,,,,,0,0,0,168,0,0,0,,,,
1,21,NPU,21,TH5_NIF,1,100000,,,,,0,0,0,168,0,0,0,,,,
1,21,NPU,21,TH5_NIF,2,100000,,,,,0,0,0,168,0,0,0,,,,
1,21,NPU,21,TH5_NIF,3,100000,,,,,0,0,0,168,0,0,0,,,,
1,21,NPU,21,TH5_NIF,4,100000,,,,,0,0,0,168,0,0,0,,,,
1,21,NPU,21,TH5_NIF,5,100000,,,,,0,0,0,168,0,0,0,,,,
1,21,NPU,21,TH5_NIF,6,100000,,,,,0,0,0,168,0,0,0,,,,
1,21,NPU,21,TH5_NIF,7,100000,,,,,0,0,0,168,0,0,0,,,,
1,24,NPU,22,TH5_NIF,0,100000,,,,,0,0,0,168,0,0,0,,,,
1,24,NPU,22,TH5_NIF,1,100000,,,,,0,0,0,168,0,0,0,,,,
1,24,NPU,22,TH5_NIF,2,100000,,,,,0,0,0,168,0,0,0,,,,
1,24,NPU,22,TH5_NIF,3,100000,,,,,0,0,0,168,0,0,0,,,,
1,24,NPU,22,TH5_NIF,4,100000,,,,,0,0,0,168,0,0,0,,,,
1,24,NPU,22,TH5_NIF,5,100000,,,,,0,0,0,168,0,0,0,,,,
1,24,NPU,22,TH5_NIF,6,100000,,,,,0,0,0,168,0,0,0,,,,
1,24,NPU,22,TH5_NIF,7,100000,,,,,0,0,0,168,0,0,0,,,,
1,23,NPU,23,TH5_NIF,0,100000,,,,,0,0,0,168,0,0,0,,,,
1,23,NPU,23,TH5_NIF,1,100000,,,,,0,0,0,168,0,0,0,,,,
1,23,NPU,23,TH5_NIF,2,100000,,,,,0,0,0,168,0,0,0,,,,
1,23,NPU,23,TH5_NIF,3,100000,,,,,0,0,0,168,0,0,0,,,,
1,23,NPU,23,TH5_NIF,4,100000,,,,,0,0,0,168,0,0,0,,,,
1,23,NPU,23,TH5_NIF,5,100000,,,,,0,0,0,168,0,0,0,,,,
1,23,NPU,23,TH5_NIF,6,100000,,,,,0,0,0,168,0,0,0,,,,
1,23,NPU,23,TH5_NIF,7,100000,,,,,0,0,0,168,0,0,0,,,,
1,26,NPU,24,TH5_NIF,0,100000,,,,,0,0,0,168,0,0,0,,,,
1,26,NPU,24,TH5_NIF,1,100000,,,,,0,0,0,168,0,0,0,,,,
1,26,NPU,24,TH5_NIF,2,100000,,,,,0,0,0,168,0,0,0,,,,
1,26,NPU,24,TH5_NIF,3,100000,,,,,0,0,0,168,0,0,0,,,,
1,26,NPU,24,TH5_NIF,4,100000,,,,,0,0,0,168,0,0,0,,,,
1,26,NPU,24,TH5_NIF,5,100000,,,,,0,0,0,168,0,0,0,,,,
1,26,NPU,24,TH5_NIF,6,100000,,,,,0,0,0,168,0,0,0,,,,
1,26,NPU,24,TH5_NIF,7,100000,,,,,0,0,0,168,0,0,0,,,,
1,25,NPU,25,TH5_NIF,0,100000,,,,,0,0,0,168,0,0,0,,,,
1,25,NPU,25,TH5_NIF,1,100000,,,,,0,0,0,168,0,0,0,,,,
1,25,NPU,25,TH5_NIF,2,100000,,,,,0,0,0,168,0,0,0,,,,
1,25,NPU,25,TH5_NIF,3,100000,,,,,0,0,0,168,0,0,0,,,,
1,25,NPU,25,TH5_NIF,4,100000,,,,,0,0,0,168,0,0,0,,,,
1,25,NPU,25,TH5_NIF,5,100000,,,,,0,0,0,168,0,0,0,,,,
1,25,NPU,25,TH5_NIF,6,100000,,,,,0,0,0,168,0,0,0,,,,
1,25,NPU,25,TH5_NIF,7,100000,,,,,0,0,0,168,0,0,0,,,,
1,28,NPU,26,TH5_NIF,0,100000,,,,,0,0,0,168,0,0,0,,,,
1,28,NPU,26,TH5_NIF,1,100000,,,,,0,0,0,168,0,0,0,,,,
1,28,NPU,26,TH5_NIF,2,100000,,,,,0,0,0,168,0,0,0,,,,
1,28,NPU,26,TH5_NIF,3,100000,,,,,0,0,0,168,0,0,0,,,,
1,28,NPU,26,TH5_NIF,4,100000,,,,,0,0,0,168,0,0,0,,,,
1,28,NPU,26,TH5_NIF,5,100000,,,,,0,0,0,168,0,0,0,,,,
1,28,NPU,26,TH5_NIF,6,100000,,,,,0,0,0,168,0,0,0,,,,
1,28,NPU,26,TH5_NIF,7,100000,,,,,0,0,0,168,0,0,0,,,,
1,27,NPU,27,TH5_NIF,0,100000,,,,,0,0,0,168,0,0,0,,,,
1,27,NPU,27,TH5_NIF,1,100000,,,,,0,0,0,168,0,0,0,,,,
1,27,NPU,27,TH5_NIF,2,100000,,,,,0,0,0,168,0,0,0,,,,
1,27,NPU,27,TH5_NIF,3,100000,,,,,0,0,0,168,0,0,0,,,,
1,27,NPU,27,TH5_NIF,4,100000,,,,,0,0,0,168,0,0,0,,,,
1,27,NPU,27,TH5_NIF,5,100000,,,,,0,0,0,168,0,0,0,,,,
1,27,NPU,27,TH5_NIF,6,100000,,,,,0,0,0,168,0,0,0,,,,
1,27,NPU,27,TH5_NIF,7,100000,,,,,0,0,0,168,0,0,0,,,,
1,30,NPU,28,TH5_NIF,0,100000,,,,,0,0,0,168,0,0,0,,,,
1,30,NPU,28,TH5_NIF,1,100000,,,,,0,0,0,168,0,0,0,,,,
1,30,NPU,28,TH5_NIF,2,100000,,,,,0,0,0,168,0,0,0,,,,
1,30,NPU,28,TH5_NIF,3,100000,,,,,0,0,0,168,0,0,0,,,,
1,30,NPU,28,TH5_NIF,4,100000,,,,,0,0,0,168,0,0,0,,,,
1,30,NPU,28,TH5_NIF,5,100000,,,,,0,0,0,168,0,0,0,,,,
1,30,NPU,28,TH5_NIF,6,100000,,,,,0,0,0,168,0,0,0,,,,
1,30,NPU,28,TH5_NIF,7,100000,,,,,0,0,0,168,0,0,0,,,,
1,29,NPU,29,TH5_NIF,0,100000,,,,,0,0,0,168,0,0,0,,,,
1,29,NPU,29,TH5_NIF,1,100000,,,,,0,0,0,168,0,0,0,,,,
1,29,NPU,29,TH5_NIF,2,100000,,,,,0,0,0,168,0,0,0,,,,
1,29,NPU,29,TH5_NIF,3,100000,,,,,0,0,0,168,0,0,0,,,,
1,29,NPU,29,TH5_NIF,4,100000,,,,,0,0,0,168,0,0,0,,,,
1,29,NPU,29,TH5_NIF,5,100000,,,,,0,0,0,168,0,0,0,,,,
1,29,NPU,29,TH5_NIF,6,100000,,,,,0,0,0,168,0,0,0,,,,
1,29,NPU,29,TH5_NIF,7,100000,,,,,0,0,0,168,0,0,0,,,,
1,32,NPU,30,TH5_NIF,0,100000,,,,,0,0,0,168,0,0,0,,,,
1,32,NPU,30,TH5_NIF,1,100000,,,,,0,0,0,168,0,0,0,,,,
1,32,NPU,30,TH5_NIF,2,100000,,,,,0,0,0,168,0,0,0,,,,
1,32,NPU,30,TH5_NIF,3,100000,,,,,0,0,0,168,0,0,0,,,,
1,32,NPU,30,TH5_NIF,4,100000,,,,,0,0,0,168,0,0,0,,,,
1,32,NPU,30,TH5_NIF,5,100000,,,,,0,0,0,168,0,0,0,,,,
1,32,NPU,30,TH5_NIF,6,100000,,,,,0,0,0,168,0,0,0,,,,
1,32,NPU,30,TH5_NIF,7,100000,,,,,0,0,0,168,0,0,0,,,,
1,31,NPU,31,TH5_NIF,0,100000,,,,,0,0,0,168,0,0,0,,,,
1,31,NPU,31,TH5_NIF,1,100000,,,,,0,0,0,168,0,0,0,,,,
1,31,NPU,31,TH5_NIF,2,100000,,,,,0,0,0,168,0,0,0,,,,
1,31,NPU,31,TH5_NIF,3,100000,,,,,0,0,0,168,0,0,0,,,,
1,31,NPU,31,TH5_NIF,4,100000,,,,,0,0,0,168,0,0,0,,,,
1,31,NPU,31,TH5_NIF,5,100000,,,,,0,0,0,168,0,0,0,,,,
1,31,NPU,31,TH5_NIF,6,100000,,,,,0,0,0,168,0,0,0,,,,
1,31,NPU,31,TH5_NIF,7,100000,,,,,0,0,0,168,0,0,0,,,,
1,34,NPU,32,TH5_NIF,0,100000,,,,,0,0,0,168,0,0,0,,,,
1,34,NPU,32,TH5_NIF,1,100000,,,,,0,0,0,168,0,0,0,,,,
1,34,NPU,32,TH5_NIF,2,100000,,,,,0,0,0,168,0,0,0,,,,
1,34,NPU,32,TH5_NIF,3,100000,,,,,0,0,0,168,0,0,0,,,,
1,34,NPU,32,TH5_NIF,4,100000,,,,,0,0,0,168,0,0,0,,,,
1,34,NPU,32,TH5_NIF,5,100000,,,,,0,0,0,168,0,0,0,,,,
1,34,NPU,32,TH5_NIF,6,100000,,,,,0,0,0,168,0,0,0,,,,
1,34,NPU,32,TH5_NIF,7,100000,,,,,0,0,0,168,0,0,0,,,,
1,33,NPU,33,TH5_NIF,0,100000,,,,,0,0,0,168,0,0,0,,,,
1,33,NPU,33,TH5_NIF,1,100000,,,,,0,0,0,168,0,0,0,,,,
1,33,NPU,33,TH5_NIF,2,100000,,,,,0,0,0,168,0,0,0,,,,
1,33,NPU,33,TH5_NIF,3,100000,,,,,0,0,0,168,0,0,0,,,,
1,33,NPU,33,TH5_NIF,4,100000,,,,,0,0,0,168,0,0,0,,,,
1,33,NPU,33,TH5_NIF,5,100000,,,,,0,0,0,168,0,0,0,,,,
1,33,NPU,33,TH5_NIF,6,100000,,,,,0,0,0,168,0,0,0,,,,
1,33,NPU,33,TH5_NIF,7,100000,,,,,0,0,0,168,0,0,0,,,,
1,36,NPU,34,TH5_NIF,0,100000,,,,,0,0,0,168,0,0,0,,,,
1,36,NPU,34,TH5_NIF,1,100000,,,,,0,0,0,168,0,0,0,,,,
1,36,NPU,34,TH5_NIF,2,100000,,,,,0,0,0,168,0,0,0,,,,
1,36,NPU,34,TH5_NIF,3,100000,,,,,0,0,0,168,0,0,0,,,,
1,36,NPU,34,TH5_NIF,4,100000,,,,,0,0,0,168,0,0,0,,,,
1,36,NPU,34,TH5_NIF,5,100000,,,,,0,0,0,168,0,0,0,,,,
1,36,NPU,34,TH5_NIF,6,100000,,,,,0,0,0,168,0,0,0,,,,
1,36,NPU,34,TH5_NIF,7,100000,,,,,0,0,0,168,0,0,0,,,,
1,35,NPU,35,TH5_NIF,0,100000,,,,,0,0,0,168,0,0,0,,,,
1,35,NPU,35,TH5_NIF,1,100000,,,,,0,0,0,168,0,0,0,,,,
1,35,NPU,35,TH5_NIF,2,100000,,,,,0,0,0,168,0,0,0,,,,
1,35,NPU,35,TH5_NIF,3,100000,,,,,0,0,0,168,0,0,0,,,,
1,35,NPU,35,TH5_NIF,4,100000,,,,,0,0,0,168,0,0,0,,,,
1,35,NPU,35,TH5_NIF,5,100000,,,,,0,0,0,168,0,0,0,,,,
1,35,NPU,35,TH5_NIF,6,100000,,,,,0,0,0,168,0,0,0,,,,
1,35,NPU,35,TH5_NIF,7,100000,,,,,0,0,0,168,0,0,0,,,,
1,38,NPU,36,TH5_NIF,0,100000,,,,,0,0,0,168,0,0,0,,,,
1,38,NPU,36,TH5_NIF,1,100000,,,,,0,0,0,168,0,0,0,,,,
1,38,NPU,36,TH5_NIF,2,100000,,,,,0,0,0,168,0,0,0,,,,
1,38,NPU,36,TH5_NIF,3,100000,,,,,0,0,0,168,0,0,0,,,,
1,38,NPU,36,TH5_NIF,4,100000,,,,,0,0,0,168,0,0,0,,,,
1,38,NPU,36,TH5_NIF,5,100000,,,,,0,0,0,168,0,0,0,,,,
1,38,NPU,36,TH5_NIF,6,100000,,,,,0,0,0,168,0,0,0,,,,
1,38,NPU,36,TH5_NIF,7,100000,,,,,0,0,0,168,0,0,0,,,,
1,37,NPU,37,TH5_NIF,0,100000,,,,,0,0,0,168,0,0,0,,,,
1,37,NPU,37,TH5_NIF,1,100000,,,,,0,0,0,168,0,0,0,,,,
1,37,NPU,37,TH5_NIF,2,100000,,,,,0,0,0,168,0,0,0,,,,
1,37,NPU,37,TH5_NIF,3,100000,,,,,0,0,0,168,0,0,0,,,,
1,37,NPU,37,TH5_NIF,4,100000,,,,,0,0,0,168,0,0,0,,,,
